wikidata_id,item,name,description,type,category,subcategory,label,wikipedia_categories,instance_of,country,country_of_origin,English_description,num_properties,num_languages,wikipedia_title,average_daily_views,word_count_en
Q892,http://www.wikidata.org/entity/Q892,J. R. R. Tolkien,British writer and philologist (1892–1973),entity,history,historian,cultural representative,"1892 births, 1973 deaths, 20th-century british philologists, 20th-century english novelists, 20th-century english poets, 20th-century english short story writers, 20th-century english translators, 20th-century roman catholics, academics of the university of leeds, alumni of exeter college, oxford",human,,,British writer and philologist (1892–1973),346.0,195.0,J. R. R. Tolkien,7161.0,24191.0
Q361529,http://www.wikidata.org/entity/Q361529,Jack Cole,"cartoonist, creator of Plastic Man (1911–1974)",entity,comics and anime,comics artist,cultural representative,"1914 births, 1958 deaths, 1958 suicides, 20th-century american artists, 20th-century american writers, artists from illinois, artists from pennsylvania, artists from pittsburgh, artists who died by suicide, chicago sun-times people",human,,,"cartoonist, creator of Plastic Man (1911–1974)",46.0,7.0,Jack Cole (artist),52.0,2686.0
Q26118,http://www.wikidata.org/entity/Q26118,Jack Hawkins,British film and stage actor (1910-1973),entity,films,film producer,cultural representative,"1910 births, 1973 deaths, 20th-century english male actors, actors from the london borough of haringey, alumni of the italia conti academy of theatre arts, british army colonels, british army personnel of world war ii, commanders of the order of the british empire, english male film actors, english male stage actors",human,,,British film and stage actor (1910-1973),102.0,31.0,Jack Hawkins,890.0,4403.0
Q59945,http://www.wikidata.org/entity/Q59945,Jacob Burckhardt,Swiss historian (1818–1897),entity,philosophy and religion,philosopher,cultural representative,"1818 births, 1897 deaths, 19th-century swiss historians, 19th-century swiss male writers, academic staff of eth zurich, burckhardt family, cultural historians, historians of the renaissance, members of the göttingen academy of sciences and humanities, people associated with the university of basel",human,,,Swiss historian (1818–1897),205.0,60.0,Jacob Burckhardt,145.0,2738.0
Q64598,http://www.wikidata.org/entity/Q64598,Jacob Friedrich von Abel,German philosopher,entity,philosophy and religion,philosopher,cultural exclusive,"1751 births, 1829 deaths, 18th-century german philosophers, 19th-century german philosophers, german lutherans, german male writers, members of the württembergian chamber of deputies, people from vaihingen an der enz, people from the duchy of württemberg",human,,,German philosopher,59.0,13.0,Jacob Friedrich von Abel,9.0,862.0
Q96527,http://www.wikidata.org/entity/Q96527,Jacob Pins,Israeli artist (1917-2005),entity,visual arts,artist,cultural exclusive,"1917 births, 2005 deaths, academic staff of bezalel academy of arts and design, bezalel academy of arts and design alumni, israeli art collectors, israeli artists, jewish emigrants from nazi germany to mandatory palestine, people from höxter, people from the province of westphalia",human,,,Israeli artist (1917-2005),66.0,7.0,Jacob Pins,8.0,781.0
Q65219,http://www.wikidata.org/entity/Q65219,Jacob Theodor Klein,Prussian scholar (1685-1759),entity,history,historian,cultural exclusive,"1685 births, 1759 deaths, 18th-century german botanists, 18th-century german historians, 18th-century german lawyers, 18th-century german male writers, 18th-century german mathematicians, 18th-century german zoologists, diplomats of the polish–lithuanian commonwealth, emigrants from the kingdom of prussia",human,,,Prussian scholar (1685-1759),68.0,17.0,Jacob Theodor Klein,11.0,2248.0
Q6119674,http://www.wikidata.org/entity/Q6119674,Jacobina Mentz Maurer,Brazilian religious leader,entity,philosophy and religion,religious leader,cultural exclusive,"1840s births, 1874 deaths, brazilian people of german descent, brazilian religious leaders, female religious leaders, people from novo hamburgo, people from sapiranga, radical pietism",human,,,Brazilian religious leader,20.0,3.0,Jacobina Mentz Maurer,9.0,894.0
Q210315,http://www.wikidata.org/entity/Q210315,Jacque Fresco,American futurist and self-described social engineer,entity,fashion,designer,cultural representative,"1916 births, 2017 deaths, 20th-century american sephardic jews, american anti-capitalists, american atheists, american futurologists, american industrial designers, american men centenarians, american people of palestinian-jewish descent, american people of turkish-jewish descent",human,,,American futurist and self-described social engineer,46.0,42.0,Jacque Fresco,188.0,4403.0
Q369758,http://www.wikidata.org/entity/Q369758,Jacques Copeau,"French theatre director, producer, actor, and dramatist (1879–1949)",entity,performing arts,theatrical director,cultural representative,"1879 births, 1949 deaths, administrators of the comédie-française, french acting theorists, french stage actors, lycée condorcet alumni, theatre practitioners",human,,,"French theatre director, producer, actor, and dramatist (1879–1949)",129.0,27.0,Jacques Copeau,38.0,7295.0
Q128492,http://www.wikidata.org/entity/Q128492,Jacula,Comic,entity,comics and anime,comics,cultural exclusive,"1969 comics debuts, 1982 comics endings, comics about women, comics characters introduced in 1969, erotic comics, female characters in comics, fictional murderers, italian comics characters, italian comics stubs, italian comics titles",comics,,Italy,Comic,5.0,3.0,Jacula (comics),10.0,227.0
Q31637,http://www.wikidata.org/entity/Q31637,Jafar Panahi,Iranian film director,entity,performing arts,actor,cultural representative,"1960 births, 20th-century iranian writers, 21st-century iranian writers, amnesty international prisoners of conscience held by iran, cannes film festival award for best screenplay winners, directors of caméra d'or winners, directors of golden bear winners, directors of golden lion winners, film people from tehran, iranian azerbaijanis",human,,,Iranian film director,91.0,51.0,Jafar Panahi,290.0,10482.0
Q56346320,http://www.wikidata.org/entity/Q56346320,Jagaaan,Japanese manga and anime series,entity,comics and anime,manga,cultural representative,"2017 manga, manga series, seinen manga, shogakukan manga, supernatural anime and manga",manga,,Japan,Japanese manga and anime series,9.0,3.0,Jagaaan,162.0,1222.0
Q373293,http://www.wikidata.org/entity/Q373293,Jahon Qurbonov,Tajikistani boxer,entity,sports,athlete,cultural exclusive,"1986 births, 21st-century tajikistani sportsmen, asian games bronze medalists for tajikistan, asian games gold medalists for tajikistan, asian games medalists in boxing, asian boxing biography stubs, boxers at the 2006 asian games, boxers at the 2008 summer olympics, boxers at the 2010 asian games, boxers at the 2012 summer olympics",human,,,Tajikistani boxer,16.0,12.0,Jahon Qurbonov,4.0,383.0
Q19779674,http://www.wikidata.org/entity/Q19779674,Jai Bhim,"greeting of Ambedkarists and Navayana Buddhists. It's literally means ""Victory to Dr. B.R. Ambedkar"".",entity,gestures and habits,greeting,cultural exclusive,"b. r. ambedkar, dalit culture, greeting words and phrases of india, hindi words and phrases, indian political slogans, slogans",greeting,,,"greeting of Ambedkarists and Navayana Buddhists. It's literally means ""Victory to Dr. B.R. Ambedkar"".",3.0,9.0,Jai Bhim,886.0,1256.0
Q9232,http://www.wikidata.org/entity/Q9232,Jainism,Indian religion,entity,philosophy and religion,religion,cultural exclusive,"dualism in cosmology, history of religion in india, indian religions, jainism, nāstika, religions that require vegetarianism",religion,,,Indian religion,67.0,152.0,Jainism,4843.0,21254.0
Q91352,http://www.wikidata.org/entity/Q91352,Jakob Felsing,engraver (1802-1883),entity,visual arts,artist,cultural exclusive,"1802 births, 1883 deaths, 19th-century german engravers, artists from darmstadt, german artist stubs, german male artists",human,,,engraver (1802-1883),60.0,5.0,Jakob Felsing,3.0,431.0
Q124918,http://www.wikidata.org/entity/Q124918,Jakob Streit,"Swiss teacher, writer, musician and dramaturg (1910-2009)",entity,performing arts,theatrical director,cultural exclusive,"1910 births, 2009 deaths, 20th-century swiss conductors (music), 20th-century swiss educators, 20th-century swiss male musicians, 20th-century swiss male writers, 20th-century swiss non-fiction writers, 21st-century swiss conductors (music), 21st-century swiss educators, 21st-century swiss male musicians",human,,,"Swiss teacher, writer, musician and dramaturg (1910-2009)",47.0,3.0,Jakob Streit,7.0,1853.0
Q71848,http://www.wikidata.org/entity/Q71848,Jakob Wimpfeling,Renaissance humanist,entity,history,historian,cultural exclusive,"1450 births, 1528 deaths, 15th-century german writers, 16th-century german male writers, 16th-century german writers, christian humanists, german renaissance humanists, heidelberg university alumni, people from sélestat, university of erfurt alumni",human,,,Renaissance humanist,93.0,14.0,Jakob Wimpfeling,9.0,695.0
Q20380,http://www.wikidata.org/entity/Q20380,Jalón River,river of Spain main affluent of the Ebro by the right margin,entity,geography,river,cultural exclusive,"ebro basin, province of soria, province of zaragoza, rivers of aragon, rivers of spain, sistema ibérico, tributaries of the ebro",river,Spain,,river of Spain main affluent of the Ebro by the right margin,30.0,25.0,Jalón (river),9.0,739.0
Q1269,http://www.wikidata.org/entity/Q1269,jam,spread made from fruit,concept,food,food,cultural agnostic,"Preserved fruit, Jams and jellies, Food ingredients, Food preservation, Sugar foods",,,,spread made from fruit,29.0,65.0,Jam,113.0,5019.0
Q9576,http://www.wikidata.org/entity/Q9576,James Callaghan,former prime minister of the United Kingdom (1912–2005),entity,politics,politician,cultural exclusive,"1912 births, 2005 deaths, 20th-century prime ministers of the united kingdom, british secretaries of state for foreign and commonwealth affairs, chairs of the labour party (uk), chancellors of swansea university, chancellors of the exchequer of the united kingdom, civil servants in the board of inland revenue, english economists, english people of irish descent",human,,,former prime minister of the United Kingdom (1912–2005),113.0,91.0,James Callaghan,1669.0,14973.0
Q45359,http://www.wikidata.org/entity/Q45359,James Chance and the Contortions,American bands (1977-2016),entity,music,musical group,cultural representative,"1977 establishments in new york (state), 2016 disestablishments in new york (state), american experimental musical groups, american experimental musicians, american noise rock music groups, american post-punk music groups, american sound artists, enemy records artists, free jazz ensembles, jazz ensembles from new york city",musical group,,United States,American bands (1977-2016),27.0,8.0,James Chance and the Contortions,54.0,688.0
Q11813,http://www.wikidata.org/entity/Q11813,James Madison,President of the United States from 1809 to 1817,entity,philosophy and religion,philosopher,cultural representative,"1751 births, 1836 deaths, 18th-century american philosophers, 18th-century american planters, 18th-century members of the united states house of representatives, 19th-century american philosophers, 19th-century virginia politicians, 19th-century presidents of the united states, american people of english descent, american people of the war of 1812",human,,,President of the United States from 1809 to 1817,202.0,167.0,James Madison,3327.0,21417.0
Q6141289,http://www.wikidata.org/entity/Q6141289,James Pilkington,the first Protestant Bishop of Durham from 1561 until his death in 1576,entity,philosophy and religion,religious leader,cultural exclusive,"1520 births, 1576 deaths, 16th-century anglican theologians, 16th-century church of england bishops, 16th-century english male writers, 16th-century english writers, alumni of pembroke college, cambridge, alumni of st john's college, cambridge, bishops of durham, clergy from lancashire",human,,,the first Protestant Bishop of Durham from 1561 until his death in 1576,60.0,3.0,James Pilkington (bishop),32.0,3087.0
Q358970,http://www.wikidata.org/entity/Q358970,James Robinson,British writer of comic books and screenplays,entity,comics and anime,comics artist,cultural representative,"20th-century english male writers, 21st-century english male writers, british graphic novelists, british science fiction writers, english comics writers, english male screenwriters, english science fiction writers, english screenwriters, inkpot award winners, living people",human,,,British writer of comic books and screenplays,52.0,9.0,James Robinson (writer),45.0,4121.0
Q522966,http://www.wikidata.org/entity/Q522966,Jamie Hewlett,British comic book artist,entity,comics and anime,comics artist,cultural representative,"1968 births, british surrealist artists, english animators, english cartoonists, english comics artists, english graphic designers, gorillaz members, grammy award winners, ivor novello award winners, living people",human,,,British comic book artist,81.0,25.0,Jamie Hewlett,882.0,3309.0
Q8289,http://www.wikidata.org/entity/Q8289,Jamie Selkirk,New Zealand film editor and film producer,entity,performing arts,actor,cultural representative,"american cinema editors, best film editing academy award winners, living people, new zealand film editors, new zealand film producers",human,,,New Zealand film editor and film producer,41.0,11.0,Jamie Selkirk,38.0,1344.0
Q45582,http://www.wikidata.org/entity/Q45582,Jan Długosz Award,Polish literary award,entity,literature,literary award,cultural exclusive,"awards established in 1998, polish literary awards, science writing awards",literary award,Poland,,Polish literary award,5.0,3.0,Jan Długosz Award,3.0,540.0
Q12904,http://www.wikidata.org/entity/Q12904,Jan Stanisław Skorupski,"Polish writer, poet, essayist and Esperantist",entity,literature,poet,cultural exclusive,"1938 births, living people, polish esperantists, polish essayists, polish male essayists, polish male poets, writers of esperanto literature",human,,,"Polish writer, poet, essayist and Esperantist",31.0,6.0,Jan Stanisław Skorupski,3.0,435.0
Q39986,http://www.wikidata.org/entity/Q39986,Janina Gavankar,American actress,entity,music,musician,cultural representative,"1980 births, 21st-century american actresses, actresses from joliet, illinois, american actresses of indian descent, american film actresses, american people of dutch descent, american people of marathi descent, american television actresses, american video game actresses, american voice actresses",human,,,American actress,94.0,29.0,Janina Gavankar,553.0,3476.0
Q153068,http://www.wikidata.org/entity/Q153068,Japan Cup,annual horse race in Japan,entity,sports,recurring sporting event,cultural representative,"horse races established in 1981, horse races in japan, open middle distance horse races, turf races in japan",recurring sporting event,Japan,,annual horse race in Japan,13.0,20.0,Japan Cup,108.0,4336.0
Q958590,http://www.wikidata.org/entity/Q958590,Japan International Cooperation Agency,governmental agency,entity,politics,government agency,cultural exclusive,"2003 establishments in japan, foreign relations of japan, government agencies established in 2003, independent administrative institutions of japan, international development agencies, japan international cooperation agency",government agency,Japan,,governmental agency,51.0,24.0,Japan International Cooperation Agency,146.0,2034.0
Q1683305,http://www.wikidata.org/entity/Q1683305,Japanese poetry,literary tradition of Japan,concept,literature,poetry,cultural representative,"japanese poetry, poetry by country",,,,literary tradition of Japan,13.0,16.0,Japanese poetry,122.0,7979.0
Q4538438,http://www.wikidata.org/entity/Q4538438,Japanese street fashion,contemporary Japanese fashion trends,concept,fashion,clothing,cultural representative,"fashion aesthetics, japanese fashion, japanese popular culture, japanese subcultures, nerd culture, street fashion",fashion style,Japan,,contemporary Japanese fashion trends,7.0,18.0,Japanese street fashion,427.0,3893.0
Q16508,http://www.wikidata.org/entity/Q16508,Jarama,river in Spain,entity,geography,river,cultural exclusive,"jarama, rivers of castilla–la mancha, rivers of spain, rivers of the community of madrid, tributaries of the tagus",river,Spain,,river in Spain,27.0,36.0,Jarama,31.0,510.0
Q1408678,http://www.wikidata.org/entity/Q1408678,Jarocin Festival,"music festival in Poland, from 1970",entity,music,music festival,cultural exclusive,"music festivals in poland, rock festivals in poland",music festival,Poland,,"music festival in Poland, from 1970",16.0,13.0,Jarocin Festival,13.0,721.0
Q1385994,http://www.wikidata.org/entity/Q1385994,Jaroslav Holík,Czech ice hockey player and coach (1942–2015),entity,sports,athlete,cultural exclusive,"1942 births, 2015 deaths, czech ice hockey centres, czech ice hockey coaches, czech ice hockey player stubs, czechoslovak olympic medalist stubs, czechoslovak ice hockey centres, czechoslovak ice hockey coaches, hc dukla jihlava players, ice hockey people from havlíčkův brod",human,,,Czech ice hockey player and coach (1942–2015),41.0,19.0,Jaroslav Holík,8.0,440.0
Q361207,http://www.wikidata.org/entity/Q361207,Jaroslav Šilhavý,Czech footballer,entity,sports,athlete,cultural exclusive,"1. fk drnovice players, 1961 births, czech first league managers, czech republic national football team managers, czech expatriate sportspeople in oman, czech football managers, czech men's footballers, czechoslovak men's footballers, czechoslovakia men's international footballers, czechoslovakia men's under-21 international footballers",human,,,Czech footballer,30.0,22.0,Jaroslav Šilhavý,24.0,2906.0
Q3820691,http://www.wikidata.org/entity/Q3820691,Jasagh,Mongolian banner government under Qing dynasty and Bogd Khanat,entity,politics,government,cultural exclusive,mongolia under qing rule,government,,,Mongolian banner government under Qing dynasty and Bogd Khanat,4.0,8.0,Jasagh,13.0,969.0
Q1254341,http://www.wikidata.org/entity/Q1254341,Jashar Pasha Mosque,monument,entity,history,monument,cultural exclusive,"buildings and structures in pristina, european mosque stubs, kosovan building and structure stubs, mosques in kosovo, religious buildings and structures in pristina",monument,Kosovo,,monument,13.0,11.0,Jashar Pasha Mosque,6.0,454.0
Q66771,http://www.wikidata.org/entity/Q66771,Jasmin Tabatabai,"German-Iranian singer, songwriter and actress",entity,music,musician,cultural representative,"1967 births, 20th-century german actresses, 21st-century german actresses, actresses from tehran, german film actresses, german television actresses, iranian emigrants to germany, iranian film actresses, living people, singers from tehran",human,,,"German-Iranian singer, songwriter and actress",205.0,18.0,Jasmin Tabatabai,42.0,695.0
Q31409,http://www.wikidata.org/entity/Q31409,Jason Antoon,American stage and screen actor,entity,performing arts,actor,cultural representative,"1971 births, actors from santa monica, california, american male film actors, american male stage actors, american male television actors, american people of lebanese descent, carnegie mellon university alumni, living people, male actors from california",human,,,American stage and screen actor,37.0,12.0,Jason Antoon,142.0,866.0
Q20409359,http://www.wikidata.org/entity/Q20409359,Jassim Zaini,Qatari artist (1943–2012),entity,visual arts,visual arts,cultural exclusive,"1953 births, 2012 deaths, people from doha, qatari artists",human,,,Qatari artist (1943–2012),10.0,2.0,Jassim Zaini,5.0,2842.0
Q61946839,http://www.wikidata.org/entity/Q61946839,jazz drummer,drummer that plays jazz,entity,music,musical profession,cultural representative,"Jazz instruments, Music performance, Drumming, Accompaniment, Occupations in music",musical profession,,,drummer that plays jazz,7.0,1.0,Jazz drummer,7.0,3913.0
Q15981151,http://www.wikidata.org/entity/Q15981151,jazz musician,musician who plays jazz,concept,music,musician,cultural representative,"Lists of music lists, Lists of jazz musicians, Jazz musicians",musical profession,,,musician who plays jazz,20.0,7.0,Jazz musician,7.0,1657.0
Q6168405,http://www.wikidata.org/entity/Q6168405,jazz poetry,Genre of poetry,concept,literature,poetry,cultural representative,"jazz poetry, spoken word",music genre,,,Genre of poetry,8.0,6.0,Jazz poetry,71.0,1512.0
Q255406,http://www.wikidata.org/entity/Q255406,jazz rap,music genre,entity,music,music genre,cultural representative,"fusion music genres, hip-hop genres, jazz fusion, jazz genres, jazz rap",music genre,,United States,music genre,14.0,25.0,Jazz rap,230.0,2567.0
Q1684571,http://www.wikidata.org/entity/Q1684571,Je Khenpo,senior religious hierarch of Bhutan,entity,philosophy and religion,religious leader,cultural exclusive,"bhutan history-related lists, bhutanese buddhist monks, bhutanese lamas, buddhism in bhutan, drukpa kagyu lamas, state religion in bhutan, tibetan buddhist titles, tibetan buddhists from bhutan",religious leader,,,senior religious hierarch of Bhutan,3.0,13.0,Je Khenpo,115.0,1496.0
Q83158,http://www.wikidata.org/entity/Q83158,Jean Cocteau,French writer and filmmaker (1889–1963),entity,fashion,designer,cultural representative,"1889 births, 1963 deaths, 20th-century french lgbtq people, 20th-century french dramatists and playwrights, 20th-century french male artists, 20th-century french painters, 20th-century french screenwriters, christian novelists, christian poets, commanders of the legion of honour",human,,,French writer and filmmaker (1889–1963),363.0,119.0,Jean Cocteau,777.0,5236.0
Q311398,http://www.wikidata.org/entity/Q311398,Jean Fouquet,French painter (c. 1420–1481),entity,fashion,designer,cultural representative,"1420s births, 1481 deaths, 15th-century french painters, artists from tours, france, catholic painters, french renaissance painters, french roman catholics, french court painters, french male painters, french manuscript illuminators",human,,,French painter (c. 1420–1481),115.0,47.0,Jean Fouquet,148.0,1521.0
Q12688,http://www.wikidata.org/entity/Q12688,Jean Jaurès,French / Occitan Socialist leader (1859-1914),entity,politics,politician,cultural exclusive,"1859 births, 1914 deaths, 1914 murders in france, 19th-century french historians, 19th-century french male writers, 19th-century writers in latin, 20th-century french historians, 20th-century french politicians, academic staff of the university of toulouse, anti–world war i activists",human,,,French / Occitan Socialist leader (1859-1914),174.0,76.0,Jean Jaurès,227.0,4224.0
Q742,http://www.wikidata.org/entity/Q742,Jean Racine,French dramatist (1639–1699),entity,history,historian,cultural representative,"1639 births, 1699 deaths, 17th-century french dramatists and playwrights, 17th-century french male writers, 17th-century french poets, 17th-century writers in latin, burials at saint-étienne-du-mont, deaths from liver cancer in france, french roman catholics, french historiographers",human,,,French dramatist (1639–1699),262.0,116.0,Jean Racine,241.0,7230.0
Q1373137,http://www.wikidata.org/entity/Q1373137,Jean Rondeau,French racing driver (1946–1985),entity,transportation,automobile manufacturer,cultural representative,"1946 births, 1985 deaths, 24 hours of le mans drivers, 24 hours of le mans winning drivers, french racecar constructors, french racing drivers, railway accident deaths in france, road incident deaths in france, sports car racing team owners, sportspeople from le mans",human,,,French racing driver (1946–1985),27.0,11.0,Jean Rondeau (racing driver),21.0,1567.0
Q29766,http://www.wikidata.org/entity/Q29766,Jean Venturini,French poet and sailor (1919–1940),entity,literature,poet,cultural exclusive,"1919 births, 1940 deaths, 20th-century french male writers, 20th-century french poets, french navy personnel of world war ii, french male poets, french military personnel killed in world war ii, french sailors, surrealist poets",human,,,French poet and sailor (1919–1940),31.0,7.0,Jean Venturini,30.0,1011.0
Q283333,http://www.wikidata.org/entity/Q283333,Jebali Cabinet,Tunisian government,entity,politics,government,cultural exclusive,"2011 establishments in tunisia, 2011 in tunisian politics, 2012 in tunisian politics, 2013 disestablishments in tunisia, 2013 in tunisian politics, cabinets disestablished in 2013, cabinets established in 2011, cabinets of tunisia",government,Tunisia,,Tunisian government,8.0,3.0,Jebali Cabinet,24.0,812.0
Q652494,http://www.wikidata.org/entity/Q652494,jeepney,means of public transportation in the Philippines,entity,transportation,mode of transport,cultural representative,"1945 establishments in the philippines, automotive industry in the philippines, decorated vehicles, jeepneys, public transportation in the philippines, road transportation in the philippines, share taxis",mode of transport,,,means of public transportation in the Philippines,7.0,33.0,Jeepney,527.0,6079.0
Q53680,http://www.wikidata.org/entity/Q53680,Jeff Daniels,"American actor, musician and playwright",entity,films,film director,cultural representative,"1955 births, 20th-century american dramatists and playwrights, 20th-century american male actors, 21st-century american male actors, american united methodists, american male film actors, american male stage actors, american male television actors, american male voice actors, central michigan university alumni",human,,,"American actor, musician and playwright",133.0,48.0,Jeff Daniels,2562.0,6244.0
Q15542,http://www.wikidata.org/entity/Q15542,Jefferson Pérez,Ecuadorian race walking athlete,entity,sports,athlete,cultural representative,"1974 births, 20th-century ecuadorian people, 21st-century ecuadorian sportsmen, athletes (track and field) at the 1992 summer olympics, athletes (track and field) at the 1995 pan american games, athletes (track and field) at the 1996 summer olympics, athletes (track and field) at the 1999 pan american games, athletes (track and field) at the 2000 summer olympics, athletes (track and field) at the 2003 pan american games, athletes (track and field) at the 2004 summer olympics",human,,,Ecuadorian race walking athlete,38.0,29.0,Jefferson Pérez,31.0,3060.0
Q567807,http://www.wikidata.org/entity/Q567807,jellabiya,"loose-fitting, traditional Egyptian garment",concept,fashion,clothing,cultural exclusive,"african clothing, culture of egypt, dresses, egyptian clothing, middle eastern clothing, sudanese clothing",,,,"loose-fitting, traditional Egyptian garment",6.0,17.0,Jellabiya,229.0,4154.0
Q26753,http://www.wikidata.org/entity/Q26753,Jena Observatory,astronomical observatory,entity,architecture,architectural structure,cultural exclusive,"astronomical observatories in germany, buildings and structures in jena, glass engineering and science",astronomical observatory,Germany,,astronomical observatory,14.0,7.0,Jena Observatory,7.0,331.0
Q124888,http://www.wikidata.org/entity/Q124888,Jenni Dahlman,Finnish model,entity,fashion,model,cultural exclusive,"1981 births, european beauty pageant contestant stubs, finnish beauty pageant winners, finnish female models, finnish people stubs, living people, miss world 2001 delegates, people from kaarina",human,,,Finnish model,20.0,20.0,Jenni Väänänen,33.0,383.0
Q103343,http://www.wikidata.org/entity/Q103343,Jennifer Connelly,American actress (born 1970),entity,fashion,model,cultural representative,"1970 births, 20th-century american actresses, 21st-century american jews, 21st-century american actresses, actresses from brooklyn, american child actresses, american child models, american film actresses, american people of irish descent, american people of norwegian descent",human,,,American actress (born 1970),155.0,84.0,Jennifer Connelly,8790.0,2992.0
Q85361,http://www.wikidata.org/entity/Q85361,Jenny Erpenbeck,German opera director and writer (born 1967),entity,performing arts,theatrical director,cultural representative,"1967 births, 20th-century german dramatists and playwrights, 20th-century german short story writers, 20th-century german women writers, 21st-century german dramatists and playwrights, 21st-century german novelists, 21st-century german short story writers, 21st-century german women writers, female opera directors, german opera directors",human,,,German opera director and writer (born 1967),107.0,35.0,Jenny Erpenbeck,124.0,2347.0
Q389372,http://www.wikidata.org/entity/Q389372,jeongak,music genre,entity,music,music genre,cultural exclusive,"korean styles of music, music genre stubs",music genre,,,music genre,7.0,7.0,Jeongak,12.0,192.0
Q1111787,http://www.wikidata.org/entity/Q1111787,Jeremy Stenberg,American motocross rider,entity,sports,athlete,cultural representative,"1981 births, american motocross riders, christians from california, freestyle motocross riders, living people, motorcycle racers from san diego, people from spring valley, san diego county, california, people with tourette syndrome, stadium super trucks drivers, x games competitors",human,,,American motocross rider,14.0,4.0,Jeremy Stenberg,64.0,956.0
Q62845,http://www.wikidata.org/entity/Q62845,Jeroen Krabbé,"Dutch actor, film director",entity,films,film producer,cultural representative,"1944 births, commanders of the order of the netherlands lion, dutch jews, dutch film directors, dutch male film actors, dutch male painters, dutch male television actors, golden calf winners, living people, male actors from amsterdam",human,,,"Dutch actor, film director",114.0,34.0,Jeroen Krabbé,615.0,1451.0
Q27214,http://www.wikidata.org/entity/Q27214,Jerry Springer,American television personality and politician (1944–2023),entity,films,film producer,cultural representative,"1944 births, 2023 deaths, 20th-century american journalists, 20th-century american lawyers, 20th-century american male actors, 21st-century american jews, 21st-century american male actors, actors from the london borough of camden, american ashkenazi jews, american actor-politicians",human,,,American television personality and politician (1944–2023),94.0,42.0,Jerry Springer,2969.0,4445.0
Q126007,http://www.wikidata.org/entity/Q126007,Jessica Lu,American actress,entity,fashion,model,cultural representative,"21st-century american actresses, actresses from illinois, actresses from los angeles, american actresses of chinese descent, american female models, american stage actresses, american television actresses, columbia college chicago alumni, female models from illinois, living people",human,,,American actress,31.0,10.0,Jessica Lu,60.0,1012.0
Q6187992,http://www.wikidata.org/entity/Q6187992,Jesuism,philosophy or teachings of Jesus of Nazareth and the adherence to them,concept,philosophy and religion,religion,cultural representative,"christian radicalism, christian terminology, doctrines and teachings of jesus",,,,philosophy or teachings of Jesus of Nazareth and the adherence to them,5.0,11.0,Jesuism,93.0,2882.0
Q302,http://www.wikidata.org/entity/Q302,Jesus,central figure of Christianity (6 or 4 BC – AD 30 or 33),entity,philosophy and religion,religious leader,cultural representative,"0s bc births, 1st-century bce jews, 1st-century jews, 1st-century apocalypticists, 1st-century executions, 1st-century people, 1st-century rabbis, 30s deaths, angelic visionaries, ascetics",human biblical figure,,,central figure of Christianity (6 or 4 BC – AD 30 or 33),254.0,330.0,Jesus,19149.0,31884.0
Q383069,http://www.wikidata.org/entity/Q383069,Jetcar,automobile manufacturer,entity,transportation,automobile manufacturer,cultural agnostic,"cars of germany, companies based in brandenburg, german brands, motor vehicle company stubs, neuruppin",automobile manufacturer,Germany,,automobile manufacturer,10.0,5.0,Jetcar,12.0,355.0
Q13639302,http://www.wikidata.org/entity/Q13639302,Jetyata,tradition of remembering ancestors (at least seven generations deep) among various Turkic people,entity,gestures and habits,tradition,cultural representative,"culture of kazakhstan, kinship and descent",tradition,,,tradition of remembering ancestors (at least seven generations deep) among various Turkic people,4.0,6.0,Jetyata,21.0,600.0
Q2084705,http://www.wikidata.org/entity/Q2084705,Jewish commentaries on the Bible,biblical commentaries of the Hebrew Bible from a Jewish perspective,entity,literature,literary genre,cultural representative,"biblical commentaries, hebrew bible studies",literary genre,,,biblical commentaries of the Hebrew Bible from a Jewish perspective,10.0,6.0,Jewish commentaries on the Bible,45.0,4411.0
Q4311536,http://www.wikidata.org/entity/Q4311536,Jewish dance,type of dance,concept,performing arts,dance,cultural representative,"european dances, jewish dance, middle eastern dances",type of dance,,,type of dance,7.0,8.0,Jewish dance,178.0,1490.0
Q3001185,http://www.wikidata.org/entity/Q3001185,Jewish religious movements,denominations of Judaism,concept,philosophy and religion,religious movement,cultural representative,"jewish movements, jewish religious movements, religious denominations",,,,denominations of Judaism,9.0,7.0,Jewish religious movements,397.0,13342.0
Q27712,http://www.wikidata.org/entity/Q27712,Jewish Renewal,"movement to reinvigorate modern Judaism with Kabbalistic, Hasidic, musical and meditative practices",entity,philosophy and religion,religion,cultural exclusive,"jewish-american history, jewish renewal, jewish religious movements, neo-hasidism",religion,,,"movement to reinvigorate modern Judaism with Kabbalistic, Hasidic, musical and meditative practices",7.0,14.0,Jewish Renewal,113.0,4569.0
Q19872192,http://www.wikidata.org/entity/Q19872192,Jewish-American patronage of Chinese restaurants,American Jews' amity for Chinese food as part of their culture,concept,gestures and habits,tradition,cultural exclusive,"american chinese cuisine, asian-jewish culture in the united states, christmas in the united states, culture of new york city, food and drink appreciation, jewish american culture, jewish cuisine",,,,American Jews' amity for Chinese food as part of their culture,5.0,3.0,Jewish-American patronage of Chinese restaurants,47.0,2580.0
